row_num,csv_company,csv_city,csv_state,action,match_type,lead_id,account_id,match_reason,fields_updated,fields_skipped,notes_appended,conflict_note
114,Martins Marina,Central Coast Regional District,British Columbia,CONFLICT_REVIEW,Both,10392,796,name+province,(none),city(db:Central Coast Regional District) | state_province(db:British Columbia) | country(db:CA),Yes,Lead #10392 also matches — review for merge
115,Masset Marina,Skeena-Queen Charlotte Regional District,British Columbia,CONFLICT_REVIEW,Both,10393,797,name+province,(none),city(db:Skeena-Queen Charlotte Regional Dis) | state_province(db:British Columbia) | country(db:CA),Yes,Lead #10393 also matches — review for merge
116,Mill Bay Marina,Mill Bay,British Columbia,CONFLICT_REVIEW,Both,10394,798,name+province,street_address=740 Handy Rd | postal_zip=V0R 2P1,city(db:Mill Bay) | state_province(db:British Columbia) | country(db:CA),Yes,Lead #10394 also matches — review for merge
117,Milltown Marina & Boatyard,Metro Vancouver Regional District,British Columbia,CONFLICT_REVIEW,Both,10395,799,name+province,street_address=9191 Bentley St | postal_zip=V6P 0B9,city(db:Metro Vancouver Regional District) | state_province(db:British Columbia) | country(db:CA),Yes,Lead #10395 also matches — review for merge
118,Mission Harbour Authority,Fraser Valley,British Columbia,CONFLICT_REVIEW,Both,10396,800,name+province,(none),city(db:Fraser Valley) | state_province(db:British Columbia) | country(db:CA),Yes,Lead #10396 also matches — review for merge
119,MK Bay Marina,Regional District of Kitimat-Stikine,British Columbia,CONFLICT_REVIEW,Both,10397,801,name+province,(none),city(db:Regional District of Kitimat-Stikin) | state_province(db:British Columbia) | country(db:CA),Yes,Lead #10397 also matches — review for merge
120,Montague Harbour Marina,Montague Harbour,British Columbia,CONFLICT_REVIEW,Both,10398,802,name+province,(none),city(db:Montague Harbour) | state_province(db:British Columbia) | country(db:CA),Yes,Lead #10398 also matches — review for merge
121,Mosquito Creek Marina,Metro Vancouver Regional District,British Columbia,CONFLICT_REVIEW,Both,10399,803,name+province,street_address=415 Esplanade W | postal_zip=V7M 1A6,city(db:Metro Vancouver Regional District) | state_province(db:British Columbia) | country(db:CA),Yes,Lead #10399 also matches — review for merge
122,Newcastle Island Marine Park,Regional District of Nanaimo,British Columbia,CONFLICT_REVIEW,Both,10400,804,name+province,(none),city(db:Regional District of Nanaimo) | state_province(db:British Columbia) | country(db:CA),Yes,Lead #10400 also matches — review for merge
123,Newcastle Marina Holdings Ltd,Regional District of Nanaimo,British Columbia,CONFLICT_REVIEW,Both,10401,805,name+province,(none),city(db:Regional District of Nanaimo) | state_province(db:British Columbia) | country(db:CA),Yes,Lead #10401 also matches — review for merge
124,Nico Wynd Marina,Surrey,British Columbia,CONFLICT_REVIEW,Both,10402,806,name+province,street_address=3601 Nico Wynd Dr | postal_zip=V4P 1J1,city(db:Surrey) | state_province(db:British Columbia) | country(db:CA),Yes,Lead #10402 also matches — review for merge
125,North Island Marina,Regional District of Mount Waddington,British Columbia,CONFLICT_REVIEW,Both,10403,807,name+province,street_address=25 Beach Dr | postal_zip=V0N 2R0,city(db:Regional District of Mount Waddingt) | state_province(db:British Columbia) | country(db:CA),Yes,Lead #10403 also matches — review for merge
126,North Saanich Marina,Capital Regional District,British Columbia,CONFLICT_REVIEW,Both,10404,808,name+province,street_address=1949 Marina Way | postal_zip=V8L 6B3,city(db:Capital Regional District) | state_province(db:British Columbia) | country(db:CA),Yes,Lead #10404 also matches — review for merge
127,Oak Bay Marina,Capital Regional District,British Columbia,CONFLICT_REVIEW,Both,10405,809,name+province,street_address=1327 Beach Dr | postal_zip=V8S 2N4,city(db:Capital Regional District) | state_province(db:British Columbia) | country(db:CA),Yes,Lead #10405 also matches — review for merge
128,Ocean Falls Municipal Dock,Central Coast Regional District,British Columbia,CONFLICT_REVIEW,Both,10406,810,name+province,(none),city(db:Central Coast Regional District) | state_province(db:British Columbia) | country(db:CA),Yes,Lead #10406 also matches — review for merge
129,Otter Bay Marina,Port Washington,British Columbia,CONFLICT_REVIEW,Both,10407,811,name+province,(none),city(db:Port Washington) | state_province(db:British Columbia) | country(db:CA),Yes,Lead #10407 also matches — review for merge
130,Pacific Boulevard Marina,Vancouver,British Columbia,CONFLICT_REVIEW,Both,10408,812,name+province,(none),city(db:Vancouver) | state_province(db:British Columbia) | country(db:CA),Yes,Lead #10408 also matches — review for merge
131,Pacific Playgrounds Oceanside Resort,Comox Valley Regional District,British Columbia,CONFLICT_REVIEW,Both,10409,813,name+province,(none),city(db:Comox Valley Regional District) | state_province(db:British Columbia) | country(db:CA),Yes,Lead #10409 also matches — review for merge
132,Page's Inn marina,Regional District of Nanaimo,British Columbia,CONFLICT_REVIEW,Both,10410,814,name+province,(none),city(db:Regional District of Nanaimo) | state_province(db:British Columbia) | country(db:CA),Yes,Lead #10410 also matches — review for merge
133,Page's Resort & Marina,Regional District of Nanaimo,British Columbia,CONFLICT_REVIEW,Both,10411,815,name+province,(none),city(db:Regional District of Nanaimo) | state_province(db:British Columbia) | country(db:CA),Yes,Lead #10411 also matches — review for merge
134,Painted Boat Resort Spa & Marina,Sunshine Coast Regional District,British Columbia,CONFLICT_REVIEW,Both,10412,816,name+province,street_address=12849 Lagoon Rd | postal_zip=V0N 2H0,city(db:Sunshine Coast Regional District) | state_province(db:British Columbia) | country(db:CA),Yes,Lead #10412 also matches — review for merge
135,Pedder Bay RV Resort & Marina,Capital Regional District,British Columbia,CONFLICT_REVIEW,Both,10413,817,name+province,street_address=925 Pedder Bay Dr | postal_zip=V9C 4H1,city(db:Capital Regional District) | state_province(db:British Columbia) | country(db:CA),Yes,Lead #10413 also matches — review for merge
136,Pelican Bay Marina,Metro Vancouver Regional District,British Columbia,CONFLICT_REVIEW,Both,10414,818,name+province,(none),city(db:Metro Vancouver Regional District) | state_province(db:British Columbia) | country(db:CA),Yes,Lead #10414 also matches — review for merge
137,Pender Harbour Hotel & Grasshopper Pub,Sunshine Coast Regional District,British Columbia,CONFLICT_REVIEW,Both,10415,819,name+province,(none),city(db:Sunshine Coast Regional District) | state_province(db:British Columbia) | country(db:CA),Yes,Lead #10415 also matches — review for merge
138,Pender Harbour Resort & Marina,Sunshine Coast Regional District,British Columbia,CONFLICT_REVIEW,Both,10416,820,name+province,(none),city(db:Sunshine Coast Regional District) | state_province(db:British Columbia) | country(db:CA),Yes,Lead #10416 also matches — review for merge
139,Pier 66 Marina,Cowichan Valley Regional District,British Columbia,CONFLICT_REVIEW,Both,10417,821,name+province,street_address=1745 Cowichan Bay Rd | postal_zip=V0R 1N0,city(db:Cowichan Valley Regional District) | state_province(db:British Columbia) | country(db:CA),Yes,Lead #10417 also matches — review for merge
140,Pitt Meadows Marina,Coquitlam,British Columbia,CONFLICT_REVIEW,Both,10418,822,name+province,(none),city(db:Coquitlam) | state_province(db:British Columbia) | country(db:CA),Yes,Lead #10418 also matches — review for merge
141,Poett Nook Marina and Campground,Regional District of Alberni-Clayoquot,British Columbia,CONFLICT_REVIEW,Both,10419,823,name+province,(none),city(db:Regional District of Alberni-Clayoq) | state_province(db:British Columbia) | country(db:CA),Yes,Lead #10419 also matches — review for merge
142,Porpoise Harbour Marina Complex - PEHA,Skeena-Queen Charlotte Regional District,British Columbia,CONFLICT_REVIEW,Both,10420,824,name+province,(none),city(db:Skeena-Queen Charlotte Regional Dis) | state_province(db:British Columbia) | country(db:CA),Yes,Lead #10420 also matches — review for merge
143,Port Alice \| Northern Vancouver Island,Regional District of Mount Waddington,British Columbia,CONFLICT_REVIEW,Both,10421,825,name+province,(none),city(db:Regional District of Mount Waddingt) | state_province(db:British Columbia) | country(db:CA),Yes,Lead #10421 also matches — review for merge
144,Port Alice Municipal Marina-Rumble Beach Marina,Regional District of Mount Waddington,British Columbia,CONFLICT_REVIEW,Both,10422,826,name+province,(none),city(db:Regional District of Mount Waddingt) | state_province(db:British Columbia) | country(db:CA),Yes,Lead #10422 also matches — review for merge
145,Port Browning Marina Resort,Capital Regional District,British Columbia,CONFLICT_REVIEW,Both,10423,827,name+province,street_address=4605 Oak Rd | postal_zip=V0N 2M1,city(db:Capital Regional District) | state_province(db:British Columbia) | country(db:CA),Yes,Lead #10423 also matches — review for merge
146,Port Edward Harbour Authority,Skeena-Queen Charlotte Regional District,British Columbia,CONFLICT_REVIEW,Both,10424,828,name+province,(none),city(db:Skeena-Queen Charlotte Regional Dis) | state_province(db:British Columbia) | country(db:CA),Yes,Lead #10424 also matches — review for merge
147,Port Hardy Harbour Authority,Regional District of Mount Waddington,British Columbia,CONFLICT_REVIEW,Both,10425,829,name+province,(none),city(db:Regional District of Mount Waddingt) | state_province(db:British Columbia) | country(db:CA),Yes,Lead #10425 also matches — review for merge
148,Port Hardy-Seine Floats,Regional District of Mount Waddington,British Columbia,CONFLICT_REVIEW,Both,10426,830,name+province,(none),city(db:Regional District of Mount Waddingt) | state_province(db:British Columbia) | country(db:CA),Yes,Lead #10426 also matches — review for merge
149,Port of Nanaimo,Regional District of Nanaimo,British Columbia,CONFLICT_REVIEW,Both,10427,831,name+province,(none),city(db:Regional District of Nanaimo) | state_province(db:British Columbia) | country(db:CA),Yes,Lead #10427 also matches — review for merge
150,Port Renfrew Marina & RV Park,Capital Regional District,British Columbia,CONFLICT_REVIEW,Both,10428,832,name+province,street_address=7505 Gordon River Rd | postal_zip=V0S 1K0,city(db:Capital Regional District) | state_province(db:British Columbia) | country(db:CA),Yes,Lead #10428 also matches — review for merge
151,Port Sidney Marina,Capital Regional District,British Columbia,CONFLICT_REVIEW,Both,10429,833,name+province,street_address=9835 Seaport Pl | postal_zip=V8L 4X3,city(db:Capital Regional District) | state_province(db:British Columbia) | country(db:CA),Yes,Lead #10429 also matches — review for merge
152,Portside Marina,Brentwood Bay,British Columbia,CONFLICT_REVIEW,Both,10430,834,name+province,(none),city(db:Brentwood Bay) | state_province(db:British Columbia) | country(db:CA),Yes,Lead #10430 also matches — review for merge
153,Powell River Westview Harbour,Powell River Regional District,British Columbia,CONFLICT_REVIEW,Both,10431,835,name+province,(none),city(db:Powell River Regional District) | state_province(db:British Columbia) | country(db:CA),Yes,Lead #10431 also matches — review for merge
154,Quarterdeck & Marina Resort,Regional District of Mount Waddington,British Columbia,CONFLICT_REVIEW,Both,10432,836,name+province,(none),city(db:Regional District of Mount Waddingt) | state_province(db:British Columbia) | country(db:CA),Yes,Lead #10432 also matches — review for merge
155,Quathiaski Cove harbour,Strathcona Regional District,British Columbia,CONFLICT_REVIEW,Both,10433,837,name+province,(none),city(db:Strathcona Regional District) | state_province(db:British Columbia) | country(db:CA),Yes,Lead #10433 also matches — review for merge
156,Quayside Marina,Metro Vancouver Regional District,British Columbia,CONFLICT_REVIEW,Both,10434,838,name+province,(none),city(db:Metro Vancouver Regional District) | state_province(db:British Columbia) | country(db:CA),Yes,Lead #10434 also matches — review for merge
157,Refuge Cove Marina,Strathcona Regional District,British Columbia,CONFLICT_REVIEW,Both,10435,839,name+province,(none),city(db:Strathcona Regional District) | state_province(db:British Columbia) | country(db:CA),Yes,Lead #10435 also matches — review for merge
158,Richmond Marina,Richmond,British Columbia,CONFLICT_REVIEW,Both,10436,840,name+province,street_address=8191 River Rd | postal_zip=V6X 1X8,city(db:Richmond) | state_province(db:British Columbia) | country(db:CA),Yes,Lead #10436 also matches — review for merge
159,River House Marina Ltd,Metro Vancouver Regional District,British Columbia,CONFLICT_REVIEW,Both,10437,841,name+province,(none),city(db:Metro Vancouver Regional District) | state_province(db:British Columbia) | country(db:CA),Yes,Lead #10437 also matches — review for merge
160,River Rock Marina,Richmond,British Columbia,CONFLICT_REVIEW,Both,10438,842,name+province,street_address=8811 River Rd | postal_zip=V6X 3P8,city(db:Richmond) | state_province(db:British Columbia) | country(db:CA),Yes,Lead #10438 also matches — review for merge
161,Royal City Marina,Delta,British Columbia,CONFLICT_REVIEW,Both,10439,843,name+province,(none),city(db:Delta) | state_province(db:British Columbia) | country(db:CA),Yes,Lead #10439 also matches — review for merge
162,Royal Victoria Yacht Club,Capital Regional District,British Columbia,CONFLICT_REVIEW,Both,10440,844,name+province,street_address=3475 Ripon Rd | postal_zip=V8R 6H1,city(db:Capital Regional District) | state_province(db:British Columbia) | country(db:CA),Yes,Lead #10440 also matches — review for merge
163,Royal Victoria Yacht Club - Tsehum Haven,Capital Regional District,British Columbia,CONFLICT_REVIEW,Both,10441,845,name+province,(none),city(db:Capital Regional District) | state_province(db:British Columbia) | country(db:CA),Yes,Lead #10441 also matches — review for merge
164,Rushbrook Harbour,Skeena-Queen Charlotte Regional District,British Columbia,CONFLICT_REVIEW,Both,10442,846,name+province,(none),city(db:Skeena-Queen Charlotte Regional Dis) | state_province(db:British Columbia) | country(db:CA),Yes,Lead #10442 also matches — review for merge
165,Sailor's Cove Marina,Capital Regional District,British Columbia,CONFLICT_REVIEW,Both,10443,847,name+province,(none),city(db:Capital Regional District) | state_province(db:British Columbia) | country(db:CA),Yes,Lead #10443 also matches — review for merge
166,Salmon Point RV Resort and Marina,Comox Valley Regional District,British Columbia,CONFLICT_REVIEW,Both,10444,848,name+province,(none),city(db:Comox Valley Regional District) | state_province(db:British Columbia) | country(db:CA),Yes,Lead #10444 also matches — review for merge
167,Salt Spring Marina,Capital Regional District,British Columbia,CONFLICT_REVIEW,Both,10445,849,name+province,street_address=126 Upper Ganges Rd | postal_zip=V8K 2S2,city(db:Capital Regional District) | state_province(db:British Columbia) | country(db:CA),Yes,Lead #10445 also matches — review for merge
168,Sea Otter Lodge,Strathcona Regional District,British Columbia,CONFLICT_REVIEW,Both,10446,850,name+province,(none),city(db:Strathcona Regional District) | state_province(db:British Columbia) | country(db:CA),Yes,Lead #10446 also matches — review for merge
169,Secret Cove Marina and Anchorage,Sunshine Coast Regional District,British Columbia,CONFLICT_REVIEW,Both,10447,851,name+province,street_address=5411 Secret Cove Rd | postal_zip=V0N 1Y2,city(db:Sunshine Coast Regional District) | state_province(db:British Columbia) | country(db:CA),Yes,Lead #10447 also matches — review for merge
170,Sewell’s Marina,Metro Vancouver Regional District,British Columbia,CONFLICT_REVIEW,Both,10448,852,name+province,street_address=6409 Bay St | postal_zip=V7W 2H1,city(db:Metro Vancouver Regional District) | state_province(db:British Columbia) | country(db:CA),Yes,Lead #10448 also matches — review for merge
171,Shawl Bay Marina,Shawl Bay,British Columbia,CONFLICT_REVIEW,Both,10449,853,name+province,(none),city(db:Shawl Bay) | state_province(db:British Columbia) | country(db:CA),Yes,Lead #10449 also matches — review for merge
172,SHEARWATER MARINE RESORT,Central Coast Regional District,British Columbia,CONFLICT_REVIEW,Both,10450,854,name+province,(none),city(db:Central Coast Regional District) | state_province(db:British Columbia) | country(db:CA),Yes,Lead #10450 also matches — review for merge
173,Shelter Island Marina & Boatyard,Metro Vancouver Regional District,British Columbia,CONFLICT_REVIEW,Both,10451,855,name+province,street_address=6911 Graybar Rd | postal_zip=V6W 1H3,city(db:Metro Vancouver Regional District) | state_province(db:British Columbia) | country(db:CA),Yes,Lead #10451 also matches — review for merge
174,Silva Bay Resort & Marina Ltd,Regional District of Nanaimo,British Columbia,CONFLICT_REVIEW,Both,10452,856,name+province,(none),city(db:Regional District of Nanaimo) | state_province(db:British Columbia) | country(db:CA),Yes,Lead #10452 also matches — review for merge
175,Skyline Marina,Richmond,British Columbia,CONFLICT_REVIEW,Both,10453,857,name+province,(none),city(db:Richmond) | state_province(db:British Columbia) | country(db:CA),Yes,Lead #10453 also matches — review for merge
176,Sointula Harbour,Regional District of Mount Waddington,British Columbia,CONFLICT_REVIEW,Both,10454,858,name+province,(none),city(db:Regional District of Mount Waddingt) | state_province(db:British Columbia) | country(db:CA),Yes,Lead #10454 also matches — review for merge
177,Sooke Harbour Authority,Capital Regional District,British Columbia,CONFLICT_REVIEW,Both,10455,859,name+province,(none),city(db:Capital Regional District) | state_province(db:British Columbia) | country(db:CA),Yes,Lead #10455 also matches — review for merge
178,Sooke Harbour Marina,Capital Regional District,British Columbia,SKIP,Skipped,10455,859,name+province,(none),(none),No,DUPLICATE PAIR: Lead #10455 + Account #859 already handled by an earlier CSV row — skipped to prevent double-write
179,Sooke Landing Marina,Capital Regional District,British Columbia,CONFLICT_REVIEW,Both,10457,861,name+province,street_address=6585 Goodmere Rd | postal_zip=V9Z 0X1,city(db:Capital Regional District) | state_province(db:British Columbia) | country(db:CA),Yes,Lead #10457 also matches — review for merge
180,Sproat Lake Marina,Regional District of Alberni-Clayoquot,British Columbia,CONFLICT_REVIEW,Both,10458,862,name+province,(none),city(db:Regional District of Alberni-Clayoq) | state_province(db:British Columbia) | country(db:CA),Yes,Lead #10458 also matches — review for merge
181,Spruce Harbour Marina,Metro Vancouver Regional District,British Columbia,CONFLICT_REVIEW,Both,10459,863,name+province,(none),city(db:Metro Vancouver Regional District) | state_province(db:British Columbia) | country(db:CA),Yes,Lead #10459 also matches — review for merge
182,Squamish Harbour Authority,Squamish-Lillooet Regional District,British Columbia,CONFLICT_REVIEW,Both,10460,864,name+province,(none),city(db:Squamish-Lillooet Regional District) | state_province(db:British Columbia) | country(db:CA),Yes,Lead #10460 also matches — review for merge
183,Starlite Marina,Regional District of Okanagan-Similkameen,British Columbia,CONFLICT_REVIEW,Both,10461,865,name+province,(none),city(db:Regional District of Okanagan-Simil) | state_province(db:British Columbia) | country(db:CA),Yes,Lead #10461 also matches — review for merge
184,Steveston Harbour Authority Gulf Sitek,Richmond,British Columbia,CONFLICT_REVIEW,Both,10462,866,name+province,(none),city(db:Richmond) | state_province(db:British Columbia) | country(db:CA),Yes,Lead #10462 also matches — review for merge
185,STEVESTON HARBOUR-Paramount Pond,Richmond,British Columbia,CONFLICT_REVIEW,Both,10463,867,name+province,(none),city(db:Richmond) | state_province(db:British Columbia) | country(db:CA),Yes,Lead #10463 also matches — review for merge
186,Stones Marina,Regional District of Nanaimo,British Columbia,CONFLICT_REVIEW,Both,10464,868,name+province,(none),city(db:Regional District of Nanaimo) | state_province(db:British Columbia) | country(db:CA),Yes,Lead #10464 also matches — review for merge
187,Sunny Shores Resort & Marina Ltd,Capital Regional District,British Columbia,CONFLICT_REVIEW,Both,10465,869,name+province,(none),city(db:Capital Regional District) | state_province(db:British Columbia) | country(db:CA),Yes,Lead #10465 also matches — review for merge
188,Sunset Marina,Metro Vancouver Regional District,British Columbia,CONFLICT_REVIEW,Both,10466,870,name+province,(none),city(db:Metro Vancouver Regional District) | state_province(db:British Columbia) | country(db:CA),Yes,Lead #10466 also matches — review for merge
189,Sunshine Beach PRIVATE Marina,Regional District of Nanaimo,British Columbia,CONFLICT_REVIEW,Both,10467,871,name+province,(none),city(db:Regional District of Nanaimo) | state_province(db:British Columbia) | country(db:CA),Yes,Lead #10467 also matches — review for merge
190,Sunshine Coast Resort Hotel & Marina,Sunshine Coast Regional District,British Columbia,CONFLICT_REVIEW,Both,10468,872,name+province,(none),city(db:Sunshine Coast Regional District) | state_province(db:British Columbia) | country(db:CA),Yes,Lead #10468 also matches — review for merge
191,Syd's Marina,Delta,British Columbia,CONFLICT_REVIEW,Both,10469,873,name+province,street_address=1220 S Dyke Rd | postal_zip=V3M 6T3,city(db:Delta) | state_province(db:British Columbia) | country(db:CA),Yes,Lead #10469 also matches — review for merge
192,Telegraph Cove Resort,Regional District of Mount Waddington,British Columbia,CONFLICT_REVIEW,Both,10470,874,name+province,street_address=1610 Telegraph Cove Rd | postal_zip=V0N 3J0,city(db:Regional District of Mount Waddingt) | state_province(db:British Columbia) | country(db:CA),Yes,Lead #10470 also matches — review for merge
193,Telegraph Harbour Marina,Thetis Island,British Columbia,CONFLICT_REVIEW,Both,10471,875,name+province,street_address=76 Marina Dr | postal_zip=V0R 2Y0,city(db:Thetis Island) | state_province(db:British Columbia) | country(db:CA),Yes,Lead #10471 also matches — review for merge
194,Texada Boat Yard,Powell River Regional District,British Columbia,CONFLICT_REVIEW,Both,10472,876,name+province,(none),city(db:Powell River Regional District) | state_province(db:British Columbia) | country(db:CA),Yes,Lead #10472 also matches — review for merge
195,The Fisherman’s Landing and Lodge,Strathcona Regional District,British Columbia,CONFLICT_REVIEW,Both,10473,877,name+province,(none),city(db:Strathcona Regional District) | state_province(db:British Columbia) | country(db:CA),Yes,Lead #10473 also matches — review for merge
196,The Outpost at Winter Harbour,Regional District of Mount Waddington,British Columbia,CONFLICT_REVIEW,Both,10474,878,name+province,(none),city(db:Regional District of Mount Waddingt) | state_province(db:British Columbia) | country(db:CA),Yes,Lead #10474 also matches — review for merge
197,Thetis Island Marina and Resort,Cowichan Valley Regional District,British Columbia,CONFLICT_REVIEW,Both,10475,879,name+province,street_address=46 Harbour Rd | postal_zip=V0R 2Y0,city(db:Cowichan Valley Regional District) | state_province(db:British Columbia) | country(db:CA),Yes,Lead #10475 also matches — review for merge
198,Thieves Bay Marina,Capital Regional District,British Columbia,CONFLICT_REVIEW,Both,10476,880,name+province,(none),city(db:Capital Regional District) | state_province(db:British Columbia) | country(db:CA),Yes,Lead #10476 also matches — review for merge
199,Thunderbird Marina,Metro Vancouver Regional District,British Columbia,CONFLICT_REVIEW,Both,10477,881,name+province,street_address=5776 Marine Dr | postal_zip=V7W 2S2,city(db:Metro Vancouver Regional District) | state_province(db:British Columbia) | country(db:CA),Yes,Lead #10477 also matches — review for merge
200,Toba Wilderness,Powell River Regional District,British Columbia,CONFLICT_REVIEW,Both,10478,882,name+province,(none),city(db:Powell River Regional District) | state_province(db:British Columbia) | country(db:CA),Yes,Lead #10478 also matches — review for merge
201,Tofino Harbour Authority,Regional District of Alberni-Clayoquot,British Columbia,CONFLICT_REVIEW,Both,10479,883,name+province,(none),city(db:Regional District of Alberni-Clayoq) | state_province(db:British Columbia) | country(db:CA),Yes,Lead #10479 also matches — review for merge
202,Tofino Resort + Marina,Regional District of Alberni-Clayoquot,British Columbia,SKIP,Skipped,10479,883,name+province,(none),(none),No,DUPLICATE PAIR: Lead #10479 + Account #883 already handled by an earlier CSV row — skipped to prevent double-write
203,Townsite Marina Ltd,Regional District of Nanaimo,British Columbia,CONFLICT_REVIEW,Both,10481,885,name+province,(none),city(db:Regional District of Nanaimo) | state_province(db:British Columbia) | country(db:CA),Yes,Lead #10481 also matches — review for merge
204,Tuta Marina,Strathcona Regional District,British Columbia,CONFLICT_REVIEW,Both,10482,886,name+province,(none),city(db:Strathcona Regional District) | state_province(db:British Columbia) | country(db:CA),Yes,Lead #10482 also matches — review for merge
205,Ucluelet Harbour,Regional District of Alberni-Clayoquot,British Columbia,CONFLICT_REVIEW,Both,10483,887,name+province,(none),city(db:Regional District of Alberni-Clayoq) | state_province(db:British Columbia) | country(db:CA),Yes,Lead #10483 also matches — review for merge
206,Union Steamship Marina & Bowen Island Marina,Metro Vancouver Regional District,British Columbia,CONFLICT_REVIEW,Both,10484,888,name+province,(none),city(db:Metro Vancouver Regional District) | state_province(db:British Columbia) | country(db:CA),Yes,Lead #10484 also matches — review for merge
207,Upnit Lodge & Marina,Regional District of Alberni-Clayoquot,British Columbia,CONFLICT_REVIEW,Both,10485,889,name+province,(none),city(db:Regional District of Alberni-Clayoq) | state_province(db:British Columbia) | country(db:CA),Yes,Lead #10485 also matches — review for merge
208,Van Isle Marina,Capital Regional District,British Columbia,CONFLICT_REVIEW,Both,10486,890,name+province,street_address=2320 Harbour Rd | postal_zip=V8L 2P6,city(db:Capital Regional District) | state_province(db:British Columbia) | country(db:CA),Yes,Lead #10486 also matches — review for merge
209,Vancouver Marina,Richmond,British Columbia,CONFLICT_REVIEW,Both,10487,891,name+province,street_address=8211 River Rd | postal_zip=V6X 1X8,city(db:Richmond) | state_province(db:British Columbia) | country(db:CA),Yes,Lead #10487 also matches — review for merge
210,Vesuvius Bay,Capital Regional District,British Columbia,CONFLICT_REVIEW,Both,10488,892,name+province,(none),city(db:Capital Regional District) | state_province(db:British Columbia) | country(db:CA),Yes,Lead #10488 also matches — review for merge
211,Victoria International Marina,Capital Regional District,British Columbia,CONFLICT_REVIEW,Both,10489,893,name+province,street_address=1 Cooperage Pl | postal_zip=V9A 7J9,city(db:Capital Regional District) | state_province(db:British Columbia) | country(db:CA),Yes,Lead #10489 also matches — review for merge
212,Village Marina,Capital Regional District,British Columbia,CONFLICT_REVIEW,Both,10490,894,name+province,(none),city(db:Capital Regional District) | state_province(db:British Columbia) | country(db:CA),Yes,Lead #10490 also matches — review for merge
213,W. E. Mills Landing & Marina,Regional District of Nanaimo,British Columbia,CONFLICT_REVIEW,Both,10491,895,name+province,(none),city(db:Regional District of Nanaimo) | state_province(db:British Columbia) | country(db:CA),Yes,Lead #10491 also matches — review for merge
214,Ward's Marina,Metro Vancouver Regional District,British Columbia,CONFLICT_REVIEW,Both,10492,896,name+province,(none),city(db:Metro Vancouver Regional District) | state_province(db:British Columbia) | country(db:CA),Yes,Lead #10492 also matches — review for merge
215,Waterfront Suites & Marina,Regional District of Nanaimo,British Columbia,CONFLICT_REVIEW,Both,10493,897,name+province,(none),city(db:Regional District of Nanaimo) | state_province(db:British Columbia) | country(db:CA),Yes,Lead #10493 also matches — review for merge
216,West Vancouver Marina,Metro Vancouver Regional District,British Columbia,CONFLICT_REVIEW,Both,10494,898,name+province,(none),city(db:Metro Vancouver Regional District) | state_province(db:British Columbia) | country(db:CA),Yes,Lead #10494 also matches — review for merge
217,West Vancouver Yacht Club,Metro Vancouver Regional District,British Columbia,SKIP,Skipped,10494,898,name+province,(none),(none),No,DUPLICATE PAIR: Lead #10494 + Account #898 already handled by an earlier CSV row — skipped to prevent double-write
218,Westbay Marine Village,Capital Regional District,British Columbia,CONFLICT_REVIEW,Both,10496,900,name+province,street_address=453 Head St | postal_zip=V9A 5S1,city(db:Capital Regional District) | state_province(db:British Columbia) | country(db:CA),Yes,Lead #10496 also matches — review for merge
219,Westport Marina,Capital Regional District,British Columbia,CONFLICT_REVIEW,Both,10497,901,name+province,(none),city(db:Capital Regional District) | state_province(db:British Columbia) | country(db:CA),Yes,Lead #10497 also matches — review for merge
220,Westview Marina and Lodging,Strathcona Regional District,British Columbia,CONFLICT_REVIEW,Both,10498,902,name+province,(none),city(db:Strathcona Regional District) | state_province(db:British Columbia) | country(db:CA),Yes,Lead #10498 also matches — review for merge
221,Wharf Street & Hyack,Capital Regional District,British Columbia,CONFLICT_REVIEW,Both,10499,903,name+province,(none),city(db:Capital Regional District) | state_province(db:British Columbia) | country(db:CA),Yes,Lead #10499 also matches — review for merge
222,Winter Harbour Marina and RV,Regional District of Mount Waddington,British Columbia,CONFLICT_REVIEW,Both,10500,904,name+province,(none),city(db:Regional District of Mount Waddingt) | state_province(db:British Columbia) | country(db:CA),Yes,Lead #10500 also matches — review for merge
223,Zeballos Fuels & Marina,Strathcona Regional District,British Columbia,CONFLICT_REVIEW,Both,10501,905,name+province,(none),city(db:Strathcona Regional District) | state_province(db:British Columbia) | country(db:CA),Yes,Lead #10501 also matches — review for merge
224,Test Marina,North Vancouver,British Columbia,SKIP,Skipped,,,hard-blocked,(none),(none),No,"HARD BLOCKED: ""Test Marina"" is on the permanent exclusion list"
225,Awis Guesthouse and Marina,Regional District of Alberni-Clayoquot,British Columbia,CONFLICT_REVIEW,Both,10285,672,name+province,(none),city(db:Regional District of Alberni-Clayoq) | state_province(db:British Columbia) | country(db:CA),Yes,Lead #10285 also matches — review for merge
226,Royal Vancouver Yacht Club- Coal Harbour Station,Metro Vancouver Regional District,British Columbia,CONFLICT_REVIEW,Both,10277,239,name+province,(none),city(db:Metro Vancouver Regional District) | state_province(db:British Columbia) | country(db:CA),Yes,Lead #10277 also matches — review for merge
227,Buccaneer Marina,Sunshine Coast Regional District,British Columbia,CONFLICT_REVIEW,Both,10278,248,name+province,(none),city(db:Sunshine Coast Regional District) | state_province(db:British Columbia) | country(db:CA),Yes,Lead #10278 also matches — review for merge
228,Kelowna Yacht Club,Kelowna,British Columbia,CREATE_LEAD,New Lead,,,none,(none),(none),Yes,
